etablissement;annee;ville;academie;departement;taux_brut_de_reussite_total_series;taux_reussite_attendu_france_total_series
LYCEE POTHIER;2015;ORLEANS;ORLEANS-TOURS;LOIRET;91;94
LYCEE LA PEROUSE-KERICHEN;2017;BREST;RENNES;FINISTERE;96;96
LYCEE PIERRE MENDES FRANCE;2015;PERONNE;AMIENS;SOMME;82;92
LYCEE CLEMENT MAROT;2015;CAHORS;TOULOUSE;LOT;95;95
LYCEE RENE LAENNEC;2017;PONT L ABBE;RENNES;FINISTERE;87;93
LYCEE SAINT PIERRE;2015;ABBEVILLE;AMIENS;SOMME;97;96
LYCEE HOTELIER QUERCY-PERIGORD;2015;SOUILLAC;TOULOUSE;LOT;95;91
LYCEE DE CORNOUAILLE;2017;QUIMPER;RENNES;FINISTERE;92;94
LYCEE SAINTE FAMILLE;2015;AMIENS;AMIENS;SOMME;99;97
LYCEE MARGUERITE FILHOL;2015;FUMEL;BORDEAUX;LOT ET GARONNE;84;90
LYCEE STE THERESE;2017;QUIMPER;RENNES;FINISTERE;96;94
LYCEE MONTALEMBERT;2015;DOULLENS;AMIENS;SOMME;94;90
LYCEE TERTIAIRE - SOCIAL G.LEYGUES (GENERAL ET TECHNO.);2015;VILLENEUVE SUR LOT;BORDEAUX;LOT ET GARONNE;90;94
LYCEE NOTRE DAME DE KERBERTRAND;2017;QUIMPERLE;RENNES;FINISTERE;99;95
LYCEE SAINT RIQUIER;2015;AMIENS;AMIENS;SOMME;97;97
LYCEE SAINT PIERRE-SAINT PAUL (GENERAL ET TECHNO.);2015;LANGOGNE;MONTPELLIER;LOZERE;97;95
LYCEE JAVOUHEY;2017;BREST;RENNES;FINISTERE;93;94
LYCEE D'AMBOISE;2015;ALBI;TOULOUSE;TARN;100;96
LYCEE NOTRE-DAME (GENERAL ET TECHNO.);2015;MENDE;MONTPELLIER;LOZERE;95;94
LYCEE ST ESPRIT;2017;LANDIVISIAU;RENNES;FINISTERE;100;95
LYCEE JEAN DE PRADES;2015;CASTELSARRASIN;TOULOUSE;TARN ET GARONNE;91;93
LYCEE CHEVROLLIER (GENERAL ET TECHNO.);2015;ANGERS;NANTES;MAINE ET LOIRE;94;95
LYCEE ALPHONSE DAUDET;2017;NIMES;MONTPELLIER;GARD;96;94
LYCEE BOURDELLE;2015;MONTAUBAN;TOULOUSE;TARN ET GARONNE;86;92
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.);2015;SEGRE;NANTES;MAINE ET LOIRE;91;93
LYCEE ALBERT CAMUS;2017;NIMES;MONTPELLIER;GARD;91;91
LYCEE JEAN BAYLET (GENERAL ET TECHNO.);2015;VALENCE D AGEN;TOULOUSE;TARN ET GARONNE;100;92
LYCEE STE AGNES;2015;ANGERS;NANTES;MAINE ET LOIRE;98;96
LYCEE ST VINCENT DE PAUL;2017;NIMES;MONTPELLIER;GARD;94;92
LYCEE DE LORGUES - THOMAS EDISON (GENERAL ET TECHNO.);2015;LORGUES;NICE;VAR;92;92
LYCEE JEANNE DELANOUE;2015;CHOLET;NANTES;MAINE ET LOIRE;97;97
LYCEE ALBERT EINSTEIN (GENERAL ET TECHNO.);2017;BAGNOLS SUR CEZE;MONTPELLIER;GARD;90;93
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.);2015;ST RAPHAEL;NICE;VAR;96;94
LYCEE URBAIN MONGAZON;2015;ANGERS;NANTES;MAINE ET LOIRE;97;98
LYCEE PIERRE DE FERMAT;2017;TOULOUSE;TOULOUSE;HAUTE GARONNE;97;98
LYCEE BEAUSSIER;2015;LA SEYNE SUR MER;NICE;VAR;87;90
LYCEE EMILE LITTRE (GENERAL ET TECHNO.);2015;AVRANCHES;NORMANDIE;MANCHE;92;96
LYCEE MARCELIN BERTHELOT;2017;TOULOUSE;TOULOUSE;HAUTE GARONNE;90;93
LYCEE SAINTE MARIE;2015;LA SEYNE SUR MER;NICE;VAR;98;94
LYCEE JULLIOT DE LA MORANDIERE;2015;GRANVILLE;NORMANDIE;MANCHE;93;94
LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.);2017;TOULOUSE;TOULOUSE;HAUTE GARONNE;86;92
LYCEE SAINT JOSEPH;2015;OLLIOULES;NICE;VAR;99;98
LYCEE NOTRE DAME DE LA PROVIDENCE;2015;AVRANCHES;NORMANDIE;MANCHE;98;94
LYCEE HOTELLERIE ET TOURISME (GENERAL ET TECHNO.);2017;TOULOUSE;TOULOUSE;HAUTE GARONNE;89;96
LYCEE PAUL LANGEVIN (GENERAL ET TECHNO.);2015;LA SEYNE SUR MER;NICE;VAR;95;94
LYCEE JEAN JAURES;2015;REIMS;REIMS;MARNE;96;97
LYCEE EMILIE DE RODAT (GENERAL ET TECHNO.);2017;TOULOUSE;TOULOUSE;HAUTE GARONNE;100;98
LYCEE ROUVIERE (GENERAL ET TECHNO.);2015;TOULON;NICE;VAR;94;96
LYCEE FRANKLIN ROOSEVELT;2015;REIMS;REIMS;MARNE;87;92
LYCEE RIVE GAUCHE;2017;TOULOUSE;TOULOUSE;HAUTE GARONNE;88;91
LYCEE THEODORE AUBANEL;2015;AVIGNON;AIX-MARSEILLE;VAUCLUSE;95;94
LYCEE FRANCOIS 1ER (GENERAL ET TECHNO.);2015;VITRY LE FRANCOIS;REIMS;MARNE;92;95
LYCEE PIERRE-PAUL RIQUET;2017;ST ORENS DE GAMEVILLE;TOULOUSE;HAUTE GARONNE;97;98
LYCEE ST JOSEPH;2015;AVIGNON;AIX-MARSEILLE;VAUCLUSE;98;97
LYCEE COLBERT;2015;REIMS;REIMS;MARNE;85;81
LYCEE JEAN-PIERRE VERNANT (GENERAL ET TECHNO.);2017;PINS JUSTARET;TOULOUSE;HAUTE GARONNE;94;96
LYCEE VAL DE DURANCE (GENERAL ET TECHNO.);2015;PERTUIS;AIX-MARSEILLE;VAUCLUSE;92;94
LYCEE ST EXUPERY;2015;ST DIZIER;REIMS;HAUTE MARNE;87;91
ORATOIRE SAINTE-MARIE;2017;AUCH;TOULOUSE;GERS;99;96
LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.);2015;FONTENAY LE COMTE;NANTES;VENDEE;95;96
LYCEE LAVOISIER;2015;MAYENNE;NANTES;MAYENNE;94;95
LYCEE GRAND AIR;2017;ARCACHON;BORDEAUX;GIRONDE;90;94
LYCEE STE MARIE DU PORT (GENERAL ET TECHNO.);2015;LES SABLES D OLONNE;NANTES;VENDEE;97;95
LYCEE D'AVESNIERES;2015;LAVAL;NANTES;MAYENNE;98;97
LYCEE ANATOLE DE MONZIE;2017;BAZAS;BORDEAUX;GIRONDE;87;92
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2015;LES HERBIERS;NANTES;VENDEE;92;96
LYCEE ALFRED MEZIERES (GENERAL ET TECHNO.);2015;LONGWY;NANCY-METZ;MEURTHE ET MOSELLE;89;89
LYCEE MICHEL MONTAIGNE;2017;BORDEAUX;BORDEAUX;GIRONDE;94;97
LYCEE AUGUSTE RENOIR;2015;LIMOGES;LIMOGES;HAUTE VIENNE;95;93
LYCEE JEANNE D'ARC;2015;NANCY;NANCY-METZ;MEURTHE ET MOSELLE;92;94
LYCEE JEAN RENOU (GENERAL ET TECHNO.);2017;LA REOLE;BORDEAUX;GIRONDE;92;92
LYCEE PIERRE ET MARIE CURIE (GENERAL ET TECHNO.);2015;NEUFCHATEAU;NANCY-METZ;VOSGES;90;92
LYCEE FREDERIC CHOPIN;2015;NANCY;NANCY-METZ;MEURTHE ET MOSELLE;92;94
LYCEE RECLUS;2017;STE FOY LA GRANDE;BORDEAUX;GIRONDE;74;89
LYCEE RAOUL FOLLEREAU;2015;BELFORT;BESANCON;TERRITOIRE DE BELFORT;87;93
LYCEE ARTHUR VAROQUAUX;2015;TOMBLAINE;NANCY-METZ;MEURTHE ET MOSELLE;90;93
LYCEE PAPE CLEMENT;2017;PESSAC;BORDEAUX;GIRONDE;92;96
LYCEE SAINTE-MARIE;2015;BELFORT;BESANCON;TERRITOIRE DE BELFORT;96;96
LYCEE L'ASSOMPTION;2015;BRIEY;NANCY-METZ;MEURTHE ET MOSELLE;86;89
LYCEE NORD BASSIN;2017;ANDERNOS LES BAINS;BORDEAUX;GIRONDE;90;94
LYCEE FRANCISQUE SARCEY (GENERAL ET TECHNO.);2015;DOURDAN;VERSAILLES;ESSONNE;90;95
LYCEE DES RECOLLETS;2015;LONGWY;NANCY-METZ;MEURTHE ET MOSELLE;86;89
LYCEE ELIE FAURE;2017;LORMONT;BORDEAUX;GIRONDE;80;87
LYCEE ROSA PARKS;2015;MONTGERON;VERSAILLES;ESSONNE;89;89
LYCEE SAINT DOMINIQUE;2015;NANCY;NANCY-METZ;MEURTHE ET MOSELLE;93;88
LYCEE JEAN CONDORCET;2017;BORDEAUX;BORDEAUX;GIRONDE;84;86
LYCEE CLEMENT ADER (GENERAL ET TECHNO.);2015;ATHIS MONS;VERSAILLES;ESSONNE;73;83
LYCEE COLBERT (GENERAL ET TECHNO.);2015;LORIENT;RENNES;MORBIHAN;88;94
LYCEE SUD MEDOC LA BOETIE;2017;LE TAILLAN MEDOC;BORDEAUX;GIRONDE;97;97
LYCEE JACQUES PREVERT;2015;LONGJUMEAU;VERSAILLES;ESSONNE;93;94
LYCEE ST FRANCOIS-XAVIER;2015;VANNES;RENNES;MORBIHAN;99;96
LYCEE PAUL VALERY;2017;SETE;MONTPELLIER;HERAULT;93;91
LYCEE VALLEE DE CHEVREUSE;2015;GIF SUR YVETTE;VERSAILLES;ESSONNE;95;97
LYCEE ST PAUL;2015;VANNES;RENNES;MORBIHAN;99;97
LYCEE ST JOSEPH PIERRE ROUGE (GENERAL ET TECHNO.);2017;MONTFERRIER SUR LEZ;MONTPELLIER;HERAULT;96;93
LYCEE SENART-ENSEIGNEMENT;2015;DRAVEIL;VERSAILLES;ESSONNE;73;74
LYCEE SAINT JOSEPH - LA SALLE;2015;LORIENT;RENNES;MORBIHAN;98;95
LYCEE JEAN-FRANCOIS CHAMPOLLION (GENERAL ET TECHNO.);2017;LATTES;MONTPELLIER;HERAULT;88;93
LYCEE FRANCOIS TRUFFAUT (GENERAL ET TECHNO.);2015;BONDOUFLE;VERSAILLES;ESSONNE;88;89
LYCEE CHARLES DE GAULLE;2015;VANNES;RENNES;MORBIHAN;91;95
LYCEE LA MERCI LITTORAL (GENERAL ET TECHNO.);2017;LA GRANDE MOTTE;MONTPELLIER;HERAULT;98;96
LYCEE ALFRED KASTLER (GENERAL ET TECHNO.);2015;DOURDAN;VERSAILLES;ESSONNE;86;91
LYCEE MARCELIN BERTHELOT (GENERAL ET TECHNO.);2015;QUESTEMBERT;RENNES;MORBIHAN;97;95
LYCEE BREQUIGNY;2017;RENNES;RENNES;ILLE ET VILAINE;93;95
LYCEE SAINT MARTIN (GENERAL ET TECHNO.);2015;PALAISEAU;VERSAILLES;ESSONNE;100;98
LYCEE JEAN MACE (GENERAL ET TECHNO.);2015;LANESTER;RENNES;MORBIHAN;91;94
LYCEE FREDERIC OZANAM (GENERAL ET TECHNO.);2017;CESSON SEVIGNE;RENNES;ILLE ET VILAINE;95;94
LYCEE DESCARTES;2015;ANTONY;VERSAILLES;HAUTS DE SEINE;93;94
LYCEE LOUIS VINCENT;2015;METZ;NANCY-METZ;MOSELLE;98;95
LYCEE JEAN PAUL II;2017;ST GREGOIRE;RENNES;ILLE ET VILAINE;99;97
LYCEE JEAN-PIERRE VERNANT;2015;SEVRES;VERSAILLES;HAUTS DE SEINE;92;95
LYCEE MANGIN (GENERAL ET TECHNO.);2015;SARREBOURG;NANCY-METZ;MOSELLE;92;93
LYCEE VICTOR ET HELENE BASCH;2017;RENNES;RENNES;ILLE ET VILAINE;94;96
LYCEE SAINTE GENEVIEVE;2015;ASNIERES SUR SEINE;VERSAILLES;HAUTS DE SEINE;99;99
LYCEE CHARLEMAGNE;2015;THIONVILLE;NANCY-METZ;MOSELLE;89;94
LYCEE ST MAGLOIRE;2017;DOL DE BRETAGNE;RENNES;ILLE ET VILAINE;80;90
LYCEE NOTRE DAME;2015;BOULOGNE BILLANCOURT;VERSAILLES;HAUTS DE SEINE;100;98
LYCEE LA BRIQUERIE (GENERAL ET TECHNO.);2015;THIONVILLE;NANCY-METZ;MOSELLE;93;92
LYCEE SAINTE SOLANGE (GENERAL ET TECHNO.);2017;CHATEAUROUX;ORLEANS-TOURS;INDRE;94;95
LYCEE RAMBAM;2015;BOULOGNE BILLANCOURT;VERSAILLES;HAUTS DE SEINE;100;95
LYCEE SAINT ANTOINE;2015;PHALSBOURG;NANCY-METZ;MOSELLE;99;96
LYCEE SAINT GATIEN;2017;JOUE LES TOURS;ORLEANS-TOURS;INDRE ET LOIRE;92;95
LYCEE SAINTE MARIE LA CROIX;2015;ANTONY;VERSAILLES;HAUTS DE SEINE;100;98
LYCEE SAINT PIERRE CHANEL;2015;THIONVILLE;NANCY-METZ;MOSELLE;100;97
LYCEE L'OISELET;2017;BOURGOIN JALLIEU;GRENOBLE;ISERE;91;91
LYCEE NOTRE-DAME;2015;BOURG LA REINE;VERSAILLES;HAUTS DE SEINE;100;98
LYCEE JEAN-BAPTISTE COLBERT;2015;THIONVILLE;NANCY-METZ;MOSELLE;93;90
LYCEE DE LA MATHEYSINE (GENERAL ET TECHNO.);2017;LA MURE D ISERE;GRENOBLE;ISERE;95;94
LYCEE LA SALLE PASSY BUZENVAL;2015;RUEIL MALMAISON;VERSAILLES;HAUTS DE SEINE;98;98
LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.);2015;TALANGE;NANCY-METZ;MOSELLE;86;88
LYCEE PORTES DE L'OISANS (GENERAL ET TECHNO.);2017;VIZILLE;GRENOBLE;ISERE;93;95
LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.);2015;RUEIL MALMAISON;VERSAILLES;HAUTS DE SEINE;75;87
LYCEE DES NERVIENS;2015;MAUBEUGE;LILLE;NORD;81;86
LYCEE DE L'EDIT (GENERAL ET TECHNO.);2017;ROUSSILLON;GRENOBLE;ISERE;92;91
LYCEE HENRI WALLON;2015;AUBERVILLIERS;CRETEIL;SEINE SAINT-DENIS;81;70
LYCEE CAMILLE DESMOULINS (GENERAL ET TECHNO.);2015;LE CATEAU CAMBRESIS;LILLE;NORD;90;88
LYCEE PIERRE TERMIER;2017;GRENOBLE;GRENOBLE;ISERE;97;97
LYCEE GEORGES CLEMENCEAU;2015;VILLEMOMBLE;CRETEIL;SEINE SAINT-DENIS;89;90
LYCEE JOSEPH MARIE JACQUARD (GENERAL ET TECHNO.);2015;CAUDRY;LILLE;NORD;75;75
EXTERNAT NOTRE DAME;2017;GRENOBLE;GRENOBLE;ISERE;99;95
LYCEE VOILLAUME;2015;AULNAY SOUS BOIS;CRETEIL;SEINE SAINT-DENIS;81;72
LYCEE ALFRED KASTLER;2015;DENAIN;LILLE;NORD;85;88
LYCEE PABLO NERUDA (GENERAL ET TECHNO.);2017;ST MARTIN D HERES;GRENOBLE;ISERE;96;95
LYCEE ESPERANCE;2015;AULNAY SOUS BOIS;CRETEIL;SEINE SAINT-DENIS;99;97
LYCEE JEAN-BAPTISTE COROT;2015;DOUAI;LILLE;NORD;90;88
LYCEE INTERNATIONAL EUROPOLE;2017;GRENOBLE;GRENOBLE;ISERE;100;96
LYCEE MERKAZ HATORAH GARCONS;2015;GAGNY;CRETEIL;SEINE SAINT-DENIS;100;95
LYCEE DE L'EUROPE;2015;DUNKERQUE;LILLE;NORD;84;84
LYCEE PAUL EMILE VICTOR (GENERAL ET TECHNO.);2017;CHAMPAGNOLE;BESANCON;JURA;96;94
LYCEE JEAN ROSTAND (GENERAL ET TECHNO.);2015;VILLEPINTE;CRETEIL;SEINE SAINT-DENIS;85;84
LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.);2015;FOURMIES;LILLE;NORD;94;92
LYCEE PASTEUR MONT ROLAND (GENERAL ET TECHNO.);2017;DOLE;BESANCON;JURA;88;92
LYCEE JEAN-BAPTISTE DE LA SALLE;2015;ST DENIS;CRETEIL;SEINE SAINT-DENIS;98;96
LYCEE MARGUERITE DE FLANDRE;2015;GONDECOURT;LILLE;NORD;89;95
LYCEE VICTOR DURUY;2017;MONT DE MARSAN;BORDEAUX;LANDES;88;93
LYCEE ALLIANCE;2015;LES PAVILLONS SOUS BOIS;CRETEIL;SEINE SAINT-DENIS;98;95
LYCEE FENELON;2015;LILLE;LILLE;NORD;89;92
LYCEE AUGUSTIN THIERRY (GENERAL ET TECHNO.);2017;BLOIS;ORLEANS-TOURS;LOIR ET CHER;86;92
LYCEE MAURICE UTRILLO (GENERAL ET TECHNO.);2015;STAINS;CRETEIL;SEINE SAINT-DENIS;88;76
LYCEE MICHEL SERVET;2015;LILLE;LILLE;NORD;85;91
LYCEE FRANCOIS PHILIBERT DESSAIGNES;2017;BLOIS;ORLEANS-TOURS;LOIR ET CHER;91;93
LYCEE MARCEL CACHIN (GENERAL ET TECHNO.);2015;ST OUEN;CRETEIL;SEINE SAINT-DENIS;79;80
LYCEE GAMBETTA;2015;TOURCOING;LILLE;NORD;83;88
LYCEE RONSARD;2017;VENDOME;ORLEANS-TOURS;LOIR ET CHER;94;94
LYCEE HENRI SELLIER (GENERAL ET TECHNO.);2015;LIVRY GARGAN;CRETEIL;SEINE SAINT-DENIS;89;82
LYCEE EMILE ZOLA (GENERAL ET TECHNO.);2015;WATTRELOS;LILLE;NORD;75;77
LYCEE NOTRE DAME DES AYDES;2017;BLOIS;ORLEANS-TOURS;LOIR ET CHER;99;96
LYCEE LIBERTE (GENERAL ET TECHNO.);2015;ROMAINVILLE;CRETEIL;SEINE SAINT-DENIS;85;87
LYCEE SAINT JUDE;2015;ARMENTIERES;LILLE;NORD;98;96
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.);2017;RIVE DE GIER;LYON;LOIRE;88;92
LYCEE LOUISE MICHEL (GENERAL ET TECHNO.);2015;CHAMPIGNY SUR MARNE;CRETEIL;VAL-DE-MARNE;92;89
LYCEE SAINT JEAN;2015;DOUAI;LILLE;NORD;97;94
LYCEE ETIENNE MIMARD;2017;ST ETIENNE;LYON;LOIRE;89;93
LYCEE EDOUARD BRANLY;2015;NOGENT SUR MARNE;CRETEIL;VAL-DE-MARNE;93;95
LYCEE SAINT JOSEPH;2015;HAZEBROUCK;LILLE;NORD;98;96
LYCEE TEZENAS DU MONTCEL;2017;ST ETIENNE;LYON;LOIRE;88;84
LYCEE MARCELIN BERTHELOT;2015;ST MAUR DES FOSSES;CRETEIL;VAL-DE-MARNE;99;98
LYCEE NOTRE-DAME DE LA PAIX;2015;LILLE;LILLE;NORD;97;93
LYCEE SAINTE MARIE LA GRAND'GRANGE;2017;ST CHAMOND;LYON;LOIRE;95;94
LYCEE D'ARSONVAL;2015;ST MAUR DES FOSSES;CRETEIL;VAL-DE-MARNE;98;96
LYCEE SAINT MICHEL;2015;SOLESMES;LILLE;NORD;97;93
LYCEE SAINT PAUL;2017;ROANNE;LYON;LOIRE;96;93
LYCEE CONDORCET (GENERAL ET TECHNO.);2015;LA VARENNE ST HILAIRE CEDE;CRETEIL;VAL-DE-MARNE;98;95
LYCEE SACRE COEUR;2015;TOURCOING;LILLE;NORD;96;95
LYCEE SAINT PAUL;2017;ST ETIENNE;LYON;LOIRE;94;94
LYCEE FRANCOIS MANSART (GENERAL ET TECHNO.);2015;ST MAUR DES FOSSES;CRETEIL;VAL-DE-MARNE;94;95
LYCEE E.P.I.D.;2015;DUNKERQUE;LILLE;NORD;98;94
LYCEE GRAND AIR;2017;LA BAULE;NANTES;LOIRE ATLANTIQUE;90;95
LYCEE GREGOR MENDEL;2015;VINCENNES;CRETEIL;VAL-DE-MARNE;94;96
LYCEE JEAN PROUVE;2015;LOMME;LILLE;NORD;79;87
LYCEE JULES VERNE;2017;NANTES;NANTES;LOIRE ATLANTIQUE;96;97
LYCEE NOTRE DAME DE LA PROVIDENCE;2015;VINCENNES;CRETEIL;VAL-DE-MARNE;99;99
LYCEE DE L'ESCAUT;2015;VALENCIENNES;LILLE;NORD;95;93
LYCEE JEAN PERRIN;2017;REZE;NANTES;LOIRE ATLANTIQUE;91;94
LYCEE TEILHARD DE CHARDIN;2015;ST MAUR DES FOSSES;CRETEIL;VAL-DE-MARNE;99;97
LYCEE PAUL LANGEVIN;2015;BEAUVAIS;AMIENS;OISE;86;90
LYCEE ARISTIDE BRIAND;2017;ST NAZAIRE;NANTES;LOIRE ATLANTIQUE;91;95
LYCEE SAINT MICHEL DE PICPUS;2015;ST MANDE;CRETEIL;VAL-DE-MARNE;100;98
LYCEE MARIE CURIE;2015;NOGENT SUR OISE;AMIENS;OISE;91;94
LYCEE ST STANISLAS;2017;NANTES;NANTES;LOIRE ATLANTIQUE;94;96
LYCEE FREDERIC MISTRAL (GENERAL ET TECHNO.);2015;FRESNES;CRETEIL;VAL-DE-MARNE;98;98
LYCEE JEAN CALVIN;2015;NOYON;AMIENS;OISE;88;91
LYCEE ST JOSEPH;2017;MACHECOUL ST MEME;NANTES;LOIRE ATLANTIQUE;100;98
LYCEE PABLO PICASSO;2015;FONTENAY SOUS BOIS;CRETEIL;VAL-DE-MARNE;87;89
LYCEE HUGUES CAPET;2015;SENLIS;AMIENS;OISE;94;96
LYCEE NOTRE DAME (GENERAL ET TECHNO.);2017;REZE;NANTES;LOIRE ATLANTIQUE;98;97
LYCEE OZAR HATORAH FILLES;2015;CRETEIL;CRETEIL;VAL-DE-MARNE;94;96
LYCEE JEAN GUEHENNO (GENERAL ET TECHNO.);2015;FLERS;NORMANDIE;ORNE;93;93
LYCEE LES BOURDONNIERES (GENERAL ET TECHNO.);2017;NANTES;NANTES;LOIRE ATLANTIQUE;91;96
LYCEE CHRISTOPHE COLOMB (GENERAL ET TECHNO.);2015;SUCY EN BRIE;CRETEIL;VAL-DE-MARNE;92;95
LYCEE NAPOLEON;2015;L AIGLE;NORMANDIE;ORNE;97;95
LYCEE DE BRETAGNE;2017;NANTES;NANTES;LOIRE ATLANTIQUE;60;85
LYCEE FERNAND LEGER (GENERAL ET TECHNO.);2015;IVRY SUR SEINE;CRETEIL;VAL-DE-MARNE;91;89
LYCEE PABLO PICASSO (GENERAL ET TECHNO.);2015;AVION;LILLE;PAS DE CALAIS;88;85
EXTERNAT DES ENFANTS NANTAIS;2017;NANTES;NANTES;LOIRE ATLANTIQUE;100;97
LYCEE ROBERT SCHUMAN (GENERAL ET TECHNO.);2015;CHARENTON LE PONT;CRETEIL;VAL-DE-MARNE;91;89
LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.);2015;BOULOGNE SUR MER;LILLE;PAS DE CALAIS;93;94
LYCEE POTHIER;2017;ORLEANS;ORLEANS-TOURS;LOIRET;86;92
LYCEE PAULINE ROLAND (GENERAL ET TECHNO.);2015;CHEVILLY LARUE;CRETEIL;VAL-DE-MARNE;92;90
LYCEE CARNOT (GENERAL ET TECHNO.);2015;BRUAY LA BUISSIERE;LILLE;PAS DE CALAIS;88;90
LYCEE JEAN ZAY (GENERAL ET TECHNO.);2017;ORLEANS;ORLEANS-TOURS;LOIRET;91;95
LYCEE CAMILLE PISSARRO (GENERAL ET TECHNO.);2015;PONTOISE;VERSAILLES;VAL D'OISE;90;92
LYCEE DIDEROT;2015;CARVIN;LILLE;PAS DE CALAIS;81;84
LYCEE SAINT FRANCOIS DE SALES (GENERAL ET TECHNO.);2017;GIEN;ORLEANS-TOURS;LOIRET;97;96
LYCEE DE LA TOURELLE (GENERAL ET TECHNO.);2015;SARCELLES;VERSAILLES;VAL D'OISE;78;75
LYCEE ALEXANDRE RIBOT;2015;ST OMER;LILLE;PAS DE CALAIS;95;94
LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.);2017;INGRE;ORLEANS-TOURS;LOIRET;89;94
LYCEE JEAN PAUL DE ROCCA SERRA (GENERAL ET TECHNO.);2015;PORTO VECCHIO;CORSE;CORSE DU SUD;99;95
LYCEE SAINT PAUL;2015;LENS;LILLE;PAS DE CALAIS;99;97
LYCEE DES METIERS CHAMPOLLION;2017;FIGEAC;TOULOUSE;LOT;91;95
LYCEE GIOCANTE DE CASABIANCA;2015;BASTIA;CORSE;HAUTE CORSE;95;93
LYCEE LA MALASSISE;2015;LONGUENESSE;LILLE;PAS DE CALAIS;99;98
LYCEE ST CAPRAIS;2017;AGEN;BORDEAUX;LOT ET GARONNE;83;88
LYCEE PASCAL PAOLI;2015;CORTE;CORSE;HAUTE CORSE;99;89
LYCEE SAINT DENIS;2015;ST OMER;LILLE;PAS DE CALAIS;93;96
LYCEE NOTRE DAME LA COMPASSION;2017;MARMANDE;BORDEAUX;LOT ET GARONNE;94;94
LYCEE PAUL VINCENSINI;2015;BASTIA;CORSE;HAUTE CORSE;92;91
LYCEE JAN LAVEZZARI (GENERAL ET TECHNO.);2015;BERCK;LILLE;PAS DE CALAIS;94;95
LYCEE CHAPTAL;2017;MENDE;MONTPELLIER;LOZERE;94;95
LYCEE RAOUL GEORGES NICOLO (GENERAL ET TECHNO.);2015;BASSE TERRE;GUADELOUPE;GUADELOUPE;90;88
LYCEE JEANNE D'ARC;2015;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;92;95
LYCEE JOACHIM DU BELLAY;2017;ANGERS;NANTES;MAINE ET LOIRE;89;96
LYCEE F?LIX PROTO;2015;LES ABYMES;GUADELOUPE;GUADELOUPE;90;85
LYCEE SAINTE MARIE;2015;RIOM;CLERMONT-FERRAND;PUY DE DOME;93;96
LYCEE ND DE BONNES NOUVELLES;2017;BEAUPREAU;NANTES;MAINE ET LOIRE;98;97
LYCEE BEL AIR;2015;BAIE MAHAULT;GUADELOUPE;GUADELOUPE;97;91
LYCEE FENELON;2015;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;100;98
LYCEE ST JOSEPH;2017;MAUGES SUR LOIRE;NANTES;MAINE ET LOIRE;91;94
LYCEE HYACINTHE BASTARAUD (GENERAL ET TECHNO.);2015;GRAND BOURG;GUADELOUPE;GUADELOUPE;91;89
LYCEE SAINT ALYRE;2015;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;99;96
LYCEE LES ARDILLIERS;2017;SAUMUR;NANTES;MAINE ET LOIRE;97;95
LYCEE JOSEPH ZOBEL (GENERAL ET TECHNO.);2015;RIVIERE SALEE;MARTINIQUE;MARTINIQUE;99;91
LYCEE RENE CASSIN;2015;BAYONNE;BORDEAUX;PYRENEES ATLANTIQUES;96;97
LYCEE SAINTE MARIE;2017;CHOLET;NANTES;MAINE ET LOIRE;95;96
LYCEE CENTRE SUD;2015;DUCOS;MARTINIQUE;MARTINIQUE;96;94
LYCEE DE LA CHIMIE ALBERT CAMUS;2015;MOURENX;BORDEAUX;PYRENEES ATLANTIQUES;87;94
LYCEE ALEXIS DE TOCQUEVILLE (GENERAL ET TECHNO.);2017;CHERBOURG EN COTENTIN;NORMANDIE;MANCHE;93;95
SEMINAIRE COLLEGE STE MARIE;2015;FORT DE FRANCE;MARTINIQUE;MARTINIQUE;100;96
LYCEE DU PAYS DE SOULE;2015;CHERAUTE;BORDEAUX;PYRENEES ATLANTIQUES;97;96
LYCEE JEAN PAUL II;2017;COUTANCES;NORMANDIE;MANCHE;98;95
LYCEE ANNE MARIE JAVOUHEY (GENERAL ET TECHNO.);2015;CAYENNE;GUYANE;GUYANE;76;91
LYCEE RENE BILLERES;2015;ARGELES GAZOST;TOULOUSE;HAUTES PYRENEES;95;93
LYCEE CURIE-COROT (GENERAL ET TECHNO.);2017;ST LO;NORMANDIE;MANCHE;81;93
LYCEE LEOPOLD ELFORT (GENERAL ET TECHNO.);2015;MANA;GUYANE;GUYANE;88;76
